NAZIONALITA,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore,codice_rischio
afg,bgy,saw,2024-02-22 11:10:00,bergamo,istanbul,turchia,2,1,1,0,carta d'identità,,18-30,singola tratta,turkish airlines,tk7794,in attesa,,
alb,bri,tia,2024-02-15 11:35:00,bari,tirana,albania,9,68,68,11,carta d'identità,f,61+,singola tratta,wizz air malta,w46601,respinto,,
alb,psa,znz,2024-02-22 08:00:00,pisa,zanzibar,tanzania,8,1,1,0,passaporto,m,,singola tratta,fly dubai,fz1295,respinto,,
alb,aoi,tia,2024-01-06 11:15:00,ancona,tirana,albania,8,103,103,30,,f,46-60,singola tratta,wizz air malta,w43855,,,
alb,trs,tia,2024-01-28 16:55:00,trieste,tirana,albania,4,1,0,0,passaporto,m,0-17,singola tratta,ita airways,az0585,,,
alb,fco,amm,2024-01-12 23:00:00,roma,amman,giordania,5,2,0,0,,f,46-60,singola tratta,wizz air malta,w48310,ok,,
alb,nap,tia,2024-02-01 19:35:00,napoli,tirana,albania,6,36,0,0,carta d'identità,f,46-60,singola tratta,wizz air malta,w44825,,,
alb,cta,tia,2024-01-03 19:50:00,catania,tirana,albania,7,,,,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w46688,fermato,,
alb,fco,tia,2024-02-28 05:35:00,roma,tirana,albania,5,8,0,0,visto,f,,singola tratta,ita airways,az0507,ok,,
alb,mxp,skp,2024-01-19 19:40:00,milano,skopie,macedonia,2,1,1,0,,,31-45,singola tratta,wizz air hungary,w67741,segnalato,,
alb,cta,tia,2024-02-23 18:20:00,catania,tirana,albania,7,22,22,2,,m,46-60,singola tratta,ryanair dac,fr8370,,,
afg,fco,isb,2024-02-28 09:15:00,roma,islamabad,pakistan,5,2,2,0,,m,0-17,singola tratta,qatar airways,qr0131,ok,,
alb,cia,tia,2024-02-15 18:55:00,roma,tirana,albania,5,91,91,10,permesso di soggiorno,m,61+,singola tratta,ryanair dac,fr8360,segnalato,,
alb,psa,tia,2024-01-09 15:15:00,pisa,tirana,albania,8,112,112,22,permesso di soggiorno,f,,singola tratta,wizz air malta,w46649,fermato,,
alb,mxp,tia,2024-01-18 19:50:00,milano,tirana,albania,2,,,,visto,m,46-60,singola tratta,wizz air malta,w46609,in attesa,,
afg,fco,kbl,2024-02-10 15:05:00,roma,kabul,afghanistan,5,1,1,0,visto,m,18-30,singola tratta,emirates,ek0095,ok,,
alb,fco,tia,2024-02-15 19:50:00,roma,tirana,albania,5,60,60,3,passaporto,f,61+,singola tratta,wizz air malta,w43887,in attesa,,
alb,mxp,tia,2024-02-04 12:50:00,milano,tirana,albania,2,88,88,22,permesso di soggiorno,m,61+,singola tratta,air albania,zb2003,,,
alb,mxp,jfk,2024-01-04 20:45:00,milano,new york,stati uniti,2,2,2,0,carta d'identità,,,singola tratta,ita airways,az0605,,,
alb,mxp,tia,2024-02-19 12:50:00,milano,tirana,albania,2,85,85,86,permesso di soggiorno,f,18-30,singola tratta,air albania,zb2003,segnalato,,
alb,vrn,tia,2024-01-08 20:55:00,verona,tirana,albania,4,104,104,15,permesso di soggiorno,m,31-45,singola tratta,wizz air malta,w43849,segnalato,,
alb,blq,tia,2024-02-01 11:30:00,bologna,tirana,albania,8,66,66,9,permesso di soggiorno,f,18-30,singola tratta,wizz air malta,w43877,respinto,,
alb,mxp,tia,2024-02-06 19:50:00,milano,tirana,albania,2,57,57,16,permesso di soggiorno,,61+,singola tratta,wizz air malta,w46609,respinto,,
alb,bgy,stn,2024-02-04 06:10:00,bergamo,londra,regno unito,2,2,2,0,permesso di soggiorno,m,18-30,singola tratta,ryanair dac,fr2696,respinto,,
alb,mxp,tia,2024-02-16 12:50:00,milano,tirana,albania,2,80,80,10,permesso di soggiorno,m,0-17,singola tratta,air albania,zb2003,segnalato,,
alb,blq,tia,2024-01-04 11:30:00,bologna,tirana,albania,8,129,129,32,,m,18-30,singola tratta,wizz air malta,w4-3877,,,
alb,vrn,tia,2024-02-13 00:00:00,verona,tirana,albania,4,123,123,17,visto,m,61+,singola tratta,wizz air malta,w43849,,,
alb,mxp,tia,2024-02-17 06:20:00,milano,tirana,albania,2,124,124,3,,f,18-30,singola tratta,wizz air malta,w46607,segnalato,,
afg,bgy,kbl,2024-02-27 00:00:00,bergamo,kabul,afghanistan,2,2,2,0,,m,61+,singola tratta,fly dubai,fz1571,ok,,
alb,cia,tia,2024-02-06 08:25:00,roma,tirana,albania,5,84,85,7,permesso di soggiorno,f,31-45,singola tratta,ryanair dac,fr8360,fermato,,
alb,blq,ist,2024-01-13 17:35:00,bologna,istanbul,turchia,8,1,1,1,passaporto,f,46-60,singola tratta,turkish airlines,tk1325,segnalato,,
alb,mxp,tgd,2024-02-27 08:40:00,milano,podgorica,montenegro,2,1,1,0,,m,31-45,singola tratta,turkish airlines,tk1873,segnalato,,
alb,mxp,ist,2024-02-24 15:50:00,milano,istanbul,turchia,2,1,1,0,passaporto,m,61+,singola tratta,turkish airlines,tk1875,respinto,,
alb,trn,tia,2024-02-22 06:55:00,torino,tirana,albania,1,90,90,14,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w46603,in attesa,,
alb,mxp,tia,2024-02-12 06:20:00,milano,tirana,albania,2,124,124,16,visto,m,,singola tratta,wizz air malta,w46607,,,
alb,lin,lhr,2024-02-25 18:35:00,milano,londra,regno unito,2,1,1,0,,f,46-60,singola tratta,british airways,ba0570,respinto,,
alb,blq,tia,2024-02-06 19:55:00,bologna,tirana,albania,8,53,53,10,,,31-45,singola tratta,wizz air malta,w43847,in attesa,,
alb,blq,oxb,2024-01-04 00:00:00,bologna,bissau,guinea-bissau,8,1,1,0,,m,31-45,singola tratta,royal air maroc,at0952,respinto,,
alb,mxp,mct,2024-01-01 14:15:00,milano,muscat,oman,2,1,1,0,permesso di soggiorno,m,46-60,singola tratta,oman air,wy0143,ok,,
alb,blq,tia,2024-01-25 20:45:00,bologna,tirana,albania,8,54,54,8,,m,18-30,singola tratta,wizz air malta,w43847,in attesa,,
alb,mxp,ltn,2024-02-07 18:00:00,milano,londra,regno unito,2,3,6,0,carta d'identità,f,61+,singola tratta,easyjet,u22485,segnalato,,
afg,bgy,ika,2024-01-18 11:10:00,bergamo,tehran,iran,2,1,1,1,permesso di soggiorno,m,31-45,singola tratta,turkish airlines,tk7794,segnalato,,
alb,fco,tia,2024-02-10 15:45:00,roma,tirana,albania,5,14,14,2,passaporto,m,,singola tratta,ita airways,az0585,in attesa,,
ago,fco,lad,2024-02-10 02:30:00,roma,luanda,angola,5,,,,,m,18-30,singola tratta,qatar airways,qr0115,fermato,,
alb,mxp,jfk,2024-01-03 20:45:00,milano,new york,stati uniti,2,1,1,0,carta d'identità,f,0-17,singola tratta,ita airways,az0605,,,
alb,nap,tia,2024-02-17 15:45:00,napoli,tirana,albania,6,1,1,0,permesso di soggiorno,,61+,singola tratta,ita airways,az 0585,ok,,
alb,fco,man,2024-01-21 16:55:00,roma,manchester,regno unito,5,1,0,0,passaporto,,,singola tratta,easyjet,u22123,ok,,
alb,bgy,tia,2024-02-28 11:45:00,bergamo,tirana,albania,2,55,55,11,,m,18-30,singola tratta,wizz air malta,w43885,respinto,,r1
alb,trn,tia,2024-02-14 07:10:00,torino,tirana,albania,1,120,120,14,,f,31-45,singola tratta,wizz air malta,w46603,,,
alb,bri,tia,2024-01-01 00:00:00,bari,tirana,albania,9,62,62,7,permesso di soggiorno,f,0-17,singola tratta,wizz air malta,w46601,,,
afg,vce,bhx,2024-01-19 13:40:00,venezia,birmingham,regno unito,4,1,1,0,carta d'identità,m,61+,singola tratta,ryanair dac,fr0518,in attesa,,
,bri,tia,2023-01-14 00:00:00,bari,tirana,albania,9,19,19,3,passaporto,m,0-17,singola tratta,wizz air malta,w46647,segnalato,,
alb,trn,tia,2024-01-08 06:55:00,torino,tirana,albania,1,117,117,24,,f,18-30,singola tratta,wizz air malta,w46603,segnalato,,
alb,mxp,ltn,2024-01-28 18:30:00,milano,londra,regno unito,2,2,2,0,visto,,46-60,singola tratta,easyjet,u22485,respinto,,
alb,reg,tia,2024-02-18 16:55:00,reggio calabria,tirana,albania,6,1,1,0,visto,f,31-45,singola tratta,ita airways,az0585,segnalato,passeggero noto,
alb,cia,tia,2024-02-28 08:55:00,roma,tirana,albania,5,72,72,75,permesso di soggiorno,m,31-45,singola tratta,ryanair dac,fr8360,,,
alb,blq,tia,2024-01-08 19:25:00,bologna,tirana,albania,8,126,126,24,permesso di soggiorno,,18-30,singola tratta,ryanair dac,fr8399,segnalato,,
alb,aoi,tia,2024-02-04 11:15:00,ancona,tirana,albania,8,,,,,f,,singola tratta,wizz air malta,w43855,ok,,
alb,fco,saw,2024-02-07 15:35:00,roma,istanbul,turchia,5,1,1,1,carta d'identità,f,0-17,singola tratta,pegasus airlines,pc1225,respinto,,
alb,blq,tia,2024-02-25 20:45:00,bologna,tirana,albania,8,58,58,21,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w43847,ok,,
alb,blq,tia,2024-02-22 07:10:00,bologna,tirana,albania,8,128,128,13,visto,m,61+,singola tratta,wizz air malta,w46681,,,
alb,bds,tia,2024-01-12 20:50:00,brindisi,tirana,albania,9,40,40,5,carta d'identità,m,31-45,singola tratta,wizz air malta,w44817,in attesa,,
alb,lin,mle,2024-01-15 13:25:00,milano,male,maldive,2,2,2,0,,,61+,singola tratta,ita airways,az0777,fermato,,
alb,fco,tia,2024-01-12 08:20:00,roma,tirana,albania,5,121,121,5,visto,f,,singola tratta,wizz air malta,w46116,,,
alb,mxp,lgw,2024-01-12 10:00:00,milano,londra,regno unito,2,3,3,0,,f,46-60,singola tratta,wizz air malta,w45785,,,
alb,bgy,saw,2024-02-11 10:35:00,bergamo,istanbul,turchia,2,1,1,0,,f,61+,singola tratta,pegasus airlines,pc1211,in attesa,,
afg,vce,lgw,2024-02-29 19:55:00,venezia,londra,regno unito,4,,,,permesso di soggiorno,m,61+,singola tratta,easyjet europe,ec8297,fermato,,
afg,fco,kbl,2024-01-22 09:15:00,roma,kabul,afghanistan,5,1,3,0,passaporto,,18-30,singola tratta,qatar airways,qr0131,segnalato,,
alb,mxp,lgw,2024-02-15 09:00:00,milano,londra,regno unito,2,2,2,0,passaporto,f,0-17,singola tratta,wizz air malta,w45785,in attesa,,
alb,tsf,tia,2024-01-18 15:25:00,treviso,tirana,albania,4,40,40,10,passaporto,m,61+,singola tratta,wizz air malta,w44809,ok,,r2
alb,cia,stn,2024-02-22 06:00:00,roma,londra,regno unito,5,1,1,0,permesso di soggiorno,f,31-45,singola tratta,ryanair dac,fr2455,,,
alb,bgy,tia,2024-01-21 12:10:00,bergamo,tirana,albania,2,91,91,17,visto,m,0-17,singola tratta,wizz air malta,w43885,in attesa,,
alb,mxp,yyz,2024-01-10 20:30:00,milano,toronto,canada,2,1,1,0,carta d'identità,f,,singola tratta,air canada,ac0894,segnalato,,
alb,vce,stn,2024-02-01 07:55:00,venezia,londra,regno unito,4,1,1,0,,m,,singola tratta,ryanair dac,fr0792,ok,,
alb,mxp,lhr,2024-02-16 13:40:00,milano,londra,regno unito,2,1,1,0,permesso di soggiorno,m,0-17,singola tratta,british airways,ba0584,segnalato,,
alb,bri,tia,2024-01-18 20:55:00,bari,tirana,albania,9,,,,visto,f,0-17,singola tratta,wizz air malta,w46647,ok,,
alb,vce,ssh,2024-01-28 13:45:00,venezia,sharm el sheikh,egitto,4,2,2,0,,m,31-45,singola tratta,easyjet europe,ec4086,segnalato,,
alb,blq,tia,2024-01-02 18:10:00,bologna,tirana,albania,8,92,92,18,passaporto,m,31-45,singola tratta,ryanair dac,fr8399,ok,,
alb,fco,ewr,2024-02-02 17:40:00,roma,newark,stati uniti,5,1,1,0,carta d'identità,m,,singola tratta,united airlines,ua0040,,,
alb,bri,tia,2024-01-02 16:50:00,bari,tirana,albania,9,32,32,5,visto,f,31-45,singola tratta,wizz air malta,w46647,in attesa,,
alb,bgy,shj,2024-01-03 07:15:00,bergamo,sharjah,emirati arabi uniti,2,4,4,1,,f,0-17,singola tratta,air arabia,g90710,ok,,
alb,bri,tia,2024-02-06 11:35:00,bari,tirana,albania,9,22,22,3,permesso di soggiorno,m,18-30,singola tratta,wizz air malta,w46601,segnalato,,
alb,blq,tia,2024-02-28 09:10:00,bologna,tirana,albania,8,95,95,100,carta d'identità,f,0-17,singola tratta,ryanair dac,fr8399,fermato,,
afg,fco,ika,2024-02-29 06:00:00,roma,tehran,iran,5,6,6,1,carta d'identità,f,61+,singola tratta,iran air,ir0739,,,
alb,fco,mle,2024-02-26 13:25:00,roma,male,maldive,5,8,8,2,permesso di soggiorno,,18-30,singola tratta,ita airways,az0777,in attesa,,
alb,fco,saw,2024-02-25 15:35:00,roma,istanbul,turchia,5,1,1,1,,f,18-30,singola tratta,pegasus airlines,pc1225,ok,,
alb,mxp,tgd,2024-02-24 16:35:00,milano,podgorica,montenegro,2,8,8,2,visto,m,61+,singola tratta,wizz air malta,w44901,respinto,,
alb,bgy,tia,2024-02-02 06:10:00,bergamo,tirana,albania,2,78,78,1,visto,f,,singola tratta,wizz air malta,w43845,,,r2
alb,mxp,tia,2024-01-04 06:20:00,milano,tirana,albania,2,126,126,20,,m,18-30,singola tratta,wizz air malta,w46607,segnalato,,
alb,mxp,rak,2024-02-25 10:25:00,milano,marrakech,marocco,2,1,1,1,passaporto,m,,singola tratta,easyjet europe,ec3928,,,
alb,mxp,kut,2024-02-25 00:00:00,milano,kutaisi,georgia,2,2,2,0,permesso di soggiorno,m,18-30,singola tratta,wizz air hungary,w66411,fermato,,
,mxp,jed,2024-01-29 19:30:00,milano,jeddah,arabia saudita,2,11,11,2,passaporto,m,46-60,singola tratta,wizz air malta,w45692,ok,,
alb,mxp,tia,2024-02-26 12:50:00,milano,tirana,albania,2,83,83,14,passaporto,f,0-17,singola tratta,air albania,zb2003,ok,,
alb,fco,tia,2024-01-25 19:50:00,roma,tirana,albania,5,45,45,3,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w43887,segnalato,,
alb,bgy,tia,2024-01-15 08:25:00,bergamo,tirana,albania,2,114,114,11,,m,46-60,singola tratta,ryanair dac,fr8350,segnalato,,
alb,fco,lgw,2024-02-17 10:00:00,roma,londra,regno unito,5,2,2,4,,m,46-60,singola tratta,wizz air malta,w45781,respinto,,
ago,mxp,cai,2024-01-04 12:50:00,milano,cairo,egitto,2,2,2,0,carta d'identità,f,18-30,singola tratta,egyptair,ms0705,ok,,
alb,psa,tia,2024-01-26 11:20:00,pisa,tirana,albania,8,185,185,15,visto,f,,singola tratta,wizz air malta,w43853,ok,,
alb,fco,ssh,2024-01-01 21:05:00,roma,sharm el sheikh,egitto,5,1,0,0,passaporto,f,61+,singola tratta,wizz air malta,w48280,in attesa,,
alb,bri,tia,2024-01-08 20:05:00,bari,tirana,albania,9,59,59,62,,m,46-60,singola tratta,wizz air malta,w46647,ok,,
alb,psa,stn,2024-02-09 18:15:00,pisa,londra,regno unito,8,1,1,0,,f,0-17,singola tratta,ryanair dac,fr0586,fermato,,
alb,trn,tia,2024-02-05 06:25:00,torino,tirana,albania,1,117,117,118,permesso di soggiorno,m,18-30,singola tratta,wizz air malta,w46603,segnalato,,
alb,psa,dxb,2024-01-14 08:00:00,pisa,dubai,emirati arabi uniti,8,2,2,0,permesso di soggiorno,m,0-17,singola tratta,fly dubai,fz1295,fermato,,
alb,mxp,hkg,2024-01-11 00:50:00,milano,hong kong,hong kong,2,1,4,0,,f,46-60,singola tratta,cathay pacific airways,cx0233,,,
,bgy,tia,2024-01-01 17:10:00,bergamo,tirana,albania,2,74,9999,78,,,31-45,singola tratta,ryanair dac,fr8356,,,
alb,bgy,tia,2024-02-26 17:10:00,bergamo,tirana,albania,2,49,49,17,carta d'identità,f,0-17,singola tratta,ryanair dac,fr8356,fermato,,
alb,trs,tia,2024-01-06 16:15:00,trieste,tirana,albania,4,82,82,20,carta d'identità,f,46-60,singola tratta,wizz air malta,w44835,fermato,,
alb,bgy,stn,2024-02-23 17:20:00,bergamo,londra,regno unito,2,1,1,0,permesso di soggiorno,m,46-60,singola tratta,ryanair dac,fr4189,ok,,
alb,bgy,tia,2024-02-23 15:15:00,bergamo,tirana,albania,2,114,114,9,visto,m,18-30,singola tratta,wizz air malta,w43869,,,
alb,goa,tia,2024-02-01 05:35:00,genova,tirana,albania,1,2,0,0,,,18-30,singola tratta,ita airways,az0507,,,
alb,psr,tia,2024-01-06 00:00:00,pescara,tirana,albania,9,118,118,25,passaporto,,18-30,singola tratta,wizz air malta,w43863,in attesa,,
alb,mxp,lgw,2024-02-12 10:00:00,milano,londra,regno unito,2,2,2,0,,m,,singola tratta,wizz air malta,w45785,,,
,fco,jed,2024-01-26 22:00:00,roma,jeddah,arabia saudita,5,1,0,0,,f,18-30,singola tratta,wizz air malta,w48350,fermato,,
alb,mxp,tia,2024-02-17 12:50:00,milano,tirana,albania,2,86,86,19,passaporto,f,46-60,singola tratta,air albania,zb2003,ok,,
alb,bgy,tia,2024-02-28 15:25:00,bergamo,tirana,albania,2,63,63,13,carta d'identità,m,46-60,singola tratta,wizz air malta,w43869,fermato,,
alb,fco,jed,2024-02-09 22:00:00,roma,jeddah,arabia saudita,5,3,3,0,passaporto,f,0-17,singola tratta,wizz air malta,w48350,in attesa,,
,goa,tia,2024-02-05 16:05:00,genova,tirana,albania,1,163,163,15,visto,f,0-17,singola tratta,wizz air malta,w46637,,,
alb,vrn,stn,2024-01-19 05:45:00,verona,londra,regno unito,4,1,1,0,visto,f,46-60,singola tratta,ryanair dac,fr2338,respinto,,
,aoi,tia,2024-02-27 10:30:00,ancona,tirana,albania,8,100,100,13,,m,0-17,singola tratta,wizz air malta,w43855,in attesa,,
alb,fco,yvr,2024-01-27 20:00:00,roma,vancouver,canada,5,2,2,0,,f,,singola tratta,air canada,ac0890,respinto,,
alb,nap,lhr,2024-01-12 15:05:00,napoli,londra,regno unito,6,1,1,0,permesso di soggiorno,m,61+,singola tratta,british airways,ba0534,respinto,,
alb,mxp,tia,2024-01-20 18:35:00,milano,tirana,albania,2,,,,passaporto,f,18-30,singola tratta,wizz air malta,w46629,segnalato,,
alb,psr,tia,2024-01-30 11:15:00,pescara,tirana,albania,9,64,64,10,,,18-30,singola tratta,wizz air malta,w43863,in attesa,,
alb,blq,tia,2024-01-05 00:00:00,bologna,tirana,albania,8,86,86,13,passaporto,m,,singola tratta,air albania,zb2005,,,
alb,mxp,hkt,2024-02-14 14:45:00,milano,phuket,thailandia,2,3,3,0,,m,,singola tratta,etihad airways,ey0079,respinto,,
alb,bri,tia,2024-01-30 11:35:00,bari,tirana,albania,9,29,29,7,,f,31-45,singola tratta,wizz air malta,w46601,,,
afg,fco,ist,2024-02-07 09:15:00,roma,istanbul,turchia,5,1,1,1,carta d'identità,,61+,singola tratta,turkish airlines,tk1861,in attesa,,
alb,vrn,rmf,2024-01-13 00:00:00,verona,marsa alam,egitto,4,4,4,0,,f,18-30,singola tratta,neos s.p.a.,no6023,,,
alb,mxp,ist,2024-02-14 15:50:00,milano,istanbul,turchia,2,1,1,1,carta d'identità,m,46-60,singola tratta,turkish airlines,tk1875,segnalato,,
alb,bgy,stn,2024-02-03 10:05:00,bergamo,londra,regno unito,2,1,1,0,carta d'identità,f,0-17,singola tratta,ryanair dac,fr4189,segnalato,,
alb,fco,tia,2024-01-25 06:05:00,roma,tirana,albania,5,102,102,6,visto,f,46-60,singola tratta,wizz air malta,w43857,segnalato,,
alb,trn,tia,2024-02-15 19:55:00,torino,tirana,albania,1,80,80,11,,m,31-45,singola tratta,wizz air malta,w46661,,,
,tsf,tia,2024-02-18 06:50:00,treviso,tirana,albania,4,,103,15,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w43851,fermato,,
alb,psa,tia,2024-01-27 15:10:00,pisa,tirana,albania,8,125,125,16,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w46649,in attesa,,
alb,mxp,stn,2024-02-01 18:00:00,milano,londra,regno unito,2,1,1,0,,f,0-17,singola tratta,ryanair dac,fr8719,fermato,,
alb,mxp,tia,2024-01-30 06:20:00,milano,tirana,albania,2,77,77,7,,m,61+,singola tratta,wizz air malta,w46607,ok,,
alb,trn,tia,2024-01-10 06:55:00,torino,tirana,albania,1,127,127,22,,m,0-17,singola tratta,wizz air malta,w46603,respinto,,
afg,vce,bhx,2024-02-11 15:05:00,venezia,birmingham,regno unito,4,1,1,0,,f,18-30,singola tratta,jet2.com,ls 1309,ok,,
alb,nap,tia,2024-02-06 12:10:00,napoli,tirana,albania,6,83,83,13,visto,f,61+,singola tratta,wizz air malta,w44825,respinto,,
alb,vce,mle,2024-01-08 18:00:00,venezia,male,maldive,4,1,1,1,passaporto,m,0-17,singola tratta,turkish airlines,tk1869,fermato,,
alb,vrn,ssh,2024-02-04 16:40:00,verona,sharm el sheikh,egitto,4,1,1,1,,f,61+,singola tratta,neos s.p.a.,no7149,fermato,,
alb,mxp,jfk,2024-01-23 22:20:00,milano,new york,stati uniti,2,1,1,0,carta d'identità,m,0-17,singola tratta,emirates,ek0206,respinto,,
alb,bgy,lgw,2024-01-03 12:50:00,bergamo,londra,regno unito,2,1,1,0,passaporto,f,31-45,singola tratta,easyjet,u28291,fermato,,
alb,psa,tia,2024-02-18 21:50:00,pisa,tirana,albania,8,58,58,21,passaporto,f,31-45,singola tratta,ryanair dac,fr8391,ok,,
alb,mxp,bkk,2024-01-24 15:00:00,milano,bangkok,thailandia,2,1,1,0,passaporto,m,31-45,singola tratta,oman air,wy0143,in attesa,,
alb,bgy,shj,2024-02-11 07:15:00,bergamo,sharjah,emirati arabi uniti,2,3,3,2,,,18-30,singola tratta,air arabia,g90710,,,
alb,vce,stn,2024-01-20 11:35:00,venezia,londra,regno unito,4,1,1,0,,f,18-30,singola tratta,ryanair dac,fr0794,fermato,,
alb,mxp,jfk,2024-01-11 17:00:00,milano,new york,stati uniti,2,1,1,0,,m,61+,singola tratta,neos s.p.a.,no0789,,,
alb,tsf,tia,2024-01-05 16:50:00,treviso,tirana,albania,4,68,68,10,carta d'identità,m,46-60,singola tratta,wizz air malta,w44809,ok,,
alb,bgy,tia,2024-02-26 08:25:00,bergamo,tirana,albania,2,77,77,19,passaporto,,31-45,singola tratta,ryanair dac,fr8350,ok,,
,reg,tia,2024-02-13 05:35:00,reggio calabria,tirana,albania,6,1,0,0,permesso di soggiorno,m,18-30,singola tratta,ita airways,az0507,,,
alb,mxp,tia,2024-01-21 10:30:00,milano,tirana,albania,2,98,98,17,,m,0-17,singola tratta,wizz air malta,w46629,fermato,,
alb,suf,tia,2024-01-09 05:35:00,lamezia terme,tirana,albania,6,1,0,0,,,0-17,singola tratta,ita airways,az0507,,,
afg,fco,isb,2024-01-23 09:15:00,roma,islamabad,pakistan,5,4,4,0,permesso di soggiorno,m,0-17,singola tratta,qatar airways,qr0131,in attesa,,
alb,psa,tia,2024-01-31 00:00:00,pisa,tirana,albania,8,127,127,21,,f,61+,singola tratta,ryanair dac,fr8391,,,
alb,bgy,tia,2024-02-03 00:00:00,bergamo,tirana,albania,2,106,106,10,visto,f,18-30,singola tratta,wizz air malta,w43885,segnalato,,
alb,bgy,stn,2024-02-21 11:55:00,bergamo,londra,regno unito,2,1,1,0,carta d'identità,m,0-17,singola tratta,ryanair dac,fr2738,ok,,
alb,ciy,tia,2024-01-20 00:00:00,comiso,tirana,albania,7,54,54,7,,m,31-45,singola tratta,wizz air malta,w46673,in attesa,,
alb,bgy,tia,2024-02-03 00:00:00,bergamo,tirana,albania,2,82,82,13,visto,m,0-17,singola tratta,ryanair dac,fr8356,ok,,
alb,fco,syd,2024-01-28 09:15:00,roma,sidney,australia,5,1,1,1,permesso di soggiorno,m,61+,singola tratta,qatar airways,qr0131,in attesa,,
alb,mxp,rmo,2024-02-13 17:20:00,milano,chisinau,moldavia,2,1,1,0,visto,f,0-17,singola tratta,flyone,5f0295,fermato,,
alb,trn,tia,2024-01-13 11:25:00,torino,tirana,albania,1,118,118,12,visto,f,61+,singola tratta,wizz air malta,w46661,,,
alb,mxp,skp,2024-01-29 19:40:00,milano,skopie,macedonia,2,2,2,1,,f,31-45,singola tratta,wizz air hungary,w67741,respinto,,
afg,mxp,ika,2024-01-13 02:20:00,milano,tehran,iran,2,1,1,0,,m,31-45,singola tratta,qatar airways,qr0123,in attesa,,
alb,bgy,tia,2024-02-21 11:45:00,bergamo,tirana,albania,2,46,46,4,visto,m,,singola tratta,wizz air malta,w43885,ok,,
alb,vce,stn,2024-02-21 12:20:00,venezia,londra,regno unito,4,1,1,0,,m,46-60,singola tratta,ryanair dac,fr0794,,,
alb,nap,tia,2024-01-08 10:30:00,napoli,tirana,albania,6,119,119,17,carta d'identità,,46-60,singola tratta,wizz air malta,w44825,,,
afg,fco,hnd,2024-02-12 09:15:00,roma,tokyo,giappone,5,1,1,0,passaporto,m,,singola tratta,qatar airways,qr0131,ok,,
alb,blq,man,2024-01-05 14:45:00,bologna,manchester,regno unito,8,1,1,0,permesso di soggiorno,f,31-45,singola tratta,ryanair dac,fr2242,segnalato,,
alb,fco,ruh,2024-02-02 20:40:00,roma,riyadh,arabia saudita,5,1,1,0,,f,46-60,singola tratta,wizz air malta,w48394,,,
,cta,kbl,2024-02-07 07:35:00,catania,kabul,afghanistan,7,1,1,1,carta d'identità,m,18-30,singola tratta,fly dubai,fz1501,,,
alb,psr,tia,2024-02-11 11:15:00,pescara,tirana,albania,9,77,77,13,,,0-17,singola tratta,wizz air malta,w43863,in attesa,,
alb,cia,stn,2024-01-07 12:20:00,roma,londra,regno unito,5,1,4,0,,m,61+,singola tratta,ryanair dac,fr2510,ok,,
alb,fco,rmo,2024-02-29 11:45:00,roma,chisinau,moldavia,5,1,1,0,visto,f,,singola tratta,hisky europe,h40493,segnalato,,
alb,psr,tia,2024-01-28 11:15:00,pescara,tirana,albania,9,74,74,9,visto,f,18-30,singola tratta,wizz air malta,w43863,fermato,,
afg,fco,saw,2024-02-24 15:35:00,roma,istanbul,turchia,5,1,1,0,passaporto,,31-45,singola tratta,pegasus airlines,pc1225,ok,,
afg,blq,ika,2024-01-31 09:25:00,bologna,tehran,iran,8,1,1,1,,m,61+,singola tratta,turkish airlines,tk1321,ok,,
alb,fco,lgw,2024-02-19 00:00:00,roma,londra,regno unito,5,4,4,0,passaporto,f,18-30,singola tratta,vueling airlines,vy6227,ok,,
alb,flr,lgw,2024-01-01 15:05:00,firenze,londra,regno unito,8,1,1,0,visto,m,31-45,singola tratta,vueling airlines,vy6207,ok,,
afg,fco,saw,2024-02-18 10:40:00,roma,istanbul,turchia,5,1,1,1,permesso di soggiorno,,18-30,singola tratta,pegasus airlines,pc1223,,,
alb,tsf,tia,2024-01-26 00:00:00,treviso,tirana,albania,4,54,54,7,,f,0-17,singola tratta,wizz air malta,w44809,in attesa,,
alb,bgy,tia,2024-01-12 14:50:00,bergamo,tirana,albania,2,110,110,15,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w43869,,,
alb,fco,tia,2024-02-27 05:35:00,roma,tirana,albania,5,3,0,0,passaporto,f,0-17,singola tratta,ita airways,az0507,segnalato,,
alb,fco,mba,2024-01-30 00:05:00,roma,mombasa,kenya,5,1,0,0,visto,f,0-17,singola tratta,ethiopian airlines,et0712,segnalato,,
alb,mxp,dar,2024-01-31 15:50:00,milano,dar es salaam,tanzania,2,1,1,0,permesso di soggiorno,,18-30,singola tratta,turkish airlines,tk1875,respinto,segnalazione esterna,
